tag,groupName
electronic,making up a changing mind
soul,making up a changing mind
trip.hop,making up a changing mind
2010s,all day
dance,all day
electronic,all day
freely.available,all day
mashup,all day
pittsburgh,all day
pop,all day
los.angeles,revelations
alternative,war
indie,war
jazz,stakes is high
dance,flags
electronic,flags
house,flags
techno,flags
2010s,trunk muzik 0-60
bass,trunk muzik 0-60
alternative,i kill people
comedy,i kill people
indie,i kill people
underground,the life and times of peter nelson
2010s,gutter water
underground,gutter water
abstract,cassiopeia
beats,cassiopeia
electronic,cassiopeia
project.mooncircle,cassiopeia
wonky,cassiopeia
argentina,beginner&#39;s guide to cumbia
colombian,beginner&#39;s guide to cumbia
cumbia,beginner&#39;s guide to cumbia
dance,beginner&#39;s guide to cumbia
dubstep,beginner&#39;s guide to cumbia
electronic,beginner&#39;s guide to cumbia
folk,beginner&#39;s guide to cumbia
latin,beginner&#39;s guide to cumbia
nueva.cumbia,beginner&#39;s guide to cumbia
tropical,beginner&#39;s guide to cumbia
alternative,the coolest shade of uncool
indie,the coolest shade of uncool
pop,pink friday
indie,that tree
cape.town,welcome to the universe
electronic,welcome to the universe
glitch,welcome to the universe
grime,welcome to the universe
south.africa,welcome to the universe
wonky,welcome to the universe
dance,"promo only: rhythm radio, december"
pop,"promo only: rhythm radio, december"
rhythm.and.blues,"promo only: rhythm radio, december"
electronic,sterrenstof
funk,sterrenstof
electronic,rootz teknowledgy
jazz,rootz teknowledgy
trip.hop,rootz teknowledgy
electronic,smack my glitch hop
instrumental.hip.hop,smack my glitch hop
soul,dinner with the beats vol. 2
trip.hop,dinner with the beats vol. 2
breakcore,get away from me
dubstep,get away from me
idm,get away from me
instrumental,get away from me
wonky,get away from me
rhythm.and.blues,third strike
united.kingdom,third strike
rhythm.and.blues,rhythm &amp; drake 7
dance,sincerely yours
trip.hop,sincerely yours
beats,vault crack ep
beats,sluts &amp; saints
grime,the woooo ep
indie,insufficient funds
indie,freedom suite (hosted by 9th wonder)
jazz,freedom suite (hosted by 9th wonder)
beats,rhythm
des.moines,rhythm
downtempo,rhythm
dubstep,rhythm
electronic,rhythm
glitch,rhythm
mashup,rhythm
soul,rhythm
vanity.house,rhythm
reggaeton,entren los que quieran
salsa,entren los que quieran
spanish,entren los que quieran
electronic,99 problems (the prodigy remix)
dance,now that&#39;s what i call music! 77
pop,now that&#39;s what i call music! 77
rock,now that&#39;s what i call music! 77
electronic,"ready, fire, aim!"
croatian,vertigo
experimental,cuore amore errore disintegrazione
italian,cuore amore errore disintegrazione
french,puissance rap 2011
jazz,escapism
soul,escapism
underground,escapism
jets,super villain issue #3: reign supreme
ambient,telnet erotika
chillwave,telnet erotika
electro,telnet erotika
electronic,telnet erotika
midi.funk,telnet erotika
indie,tron legacy: the mixtape
deutsch.rap,therapie nach dem album
german,therapie nach dem album
seattle,transitions
garage,full throttle
plattsburgh,full throttle
psychedelic,full throttle
vanity.house,full throttle
ambient,wonderful bite
breaks,wonderful bite
dance,wonderful bite
drum.and.bass,wonderful bite
electronic,wonderful bite
experimental,wonderful bite
trance,wonderful bite
deutsch.rap,der mann im haus
german,der mann im haus
beat.music,digital garden
electronic,digital garden
underground,supply for demand
dub,heavy weather
ska,heavy weather
dub,jungle law
ska,jungle law
dance,151
freely.available,151
mashup,151
brazil,projeto paralelo
brazilian,projeto paralelo
emocore,projeto paralelo
indie.rock,projeto paralelo
pop,projeto paralelo
rock,projeto paralelo
drum.and.bass,hearing kolor 4d
beats,le plaisir / chemise
experimental,le plaisir / chemise
fulgeance,le plaisir / chemise
soul,le plaisir / chemise
soulist,le plaisir / chemise
beats,soupape e.p.
experimental,soupape e.p.
fulgeance,soupape e.p.
soul,soupape e.p.
soulist,soupape e.p.
comedy,de lachende derde
dutch,de lachende derde
dutch.hip.hop,de lachende derde
netherlands,de lachende derde
beats,superbus
electronic,superbus
northwest,khake &amp; khool-aid
seattle,khake &amp; khool-aid
soul,khake &amp; khool-aid
abstract,lullabies of unsuitable placement
experimental,lullabies of unsuitable placement
psychedelic,lullabies of unsuitable placement
canada,autoreverse
french,autoreverse
quebec,autoreverse
quebec.city,autoreverse
house,the expired dairy gamble
latin,el lado oscuro de gandhi
spanish,el lado oscuro de gandhi
2010s,helpless dreamer
ambient,i have no memory of this place
electronic,i have no memory of this place
experimental,i have no memory of this place
freely.available,i have no memory of this place
idm,i have no memory of this place
indie,i have no memory of this place
new.age,i have no memory of this place
psychedelic,i have no memory of this place
trip.hop,i have no memory of this place
tycho,i have no memory of this place
2010s,national anthem
indie,teenage ego trip
rhythm.and.blues,teenage ego trip
trip.hop,teenage ego trip
drum.and.bass,live january 26th
indie,live january 26th
rhythm.and.blues,live january 26th
trip.hop,live january 26th
rhythm.and.blues,overdose
glitch.pop,time crisis
indie,time crisis
trip.hop,time crisis
australia,white dove
dub,white dove
electronic,white dove
flamenco,white dove
funk,white dove
nu.jazz,white dove
roots,white dove
world.music,white dove
cleveland,100 words and running
northwest,new people {empire remix}
australia,we are all related
electronic,we are all related
australia,urban grey
drum.and.bass,urban grey
electronic,urban grey
chill,amaeru
jazz.hip.hop,amaeru
electronic,common ground
experimental,common ground
post.jazz,common ground
dance,ice cream truck
dance,spaceship
dubstep,spaceship
grime,spaceship
ambient,blue pathway
chillout,blue pathway
instrumental,blue pathway
japan,blue pathway
jazz,blue pathway
instrumental,rainbow
japan,rainbow
jazz,rainbow
lounge,rainbow
mellow,rainbow
piano,rainbow
chill,al coda
chillout,al coda
instrumental,al coda
jazz,al coda
lounge,al coda
piano,al coda
canada,stranger danger
chillout,two untitled mixes
downtempo,two untitled mixes
electronic,two untitled mixes
experimental,two untitled mixes
instrumental,two untitled mixes
soul,two untitled mixes
wonky,two untitled mixes
rhythm.and.blues,lemmeholdatbeat
rhythm.and.blues,in my zone 2
southern.rap,easy 2 hate
australia,ziggurat
trip.hop,ziggurat
funk,"2010-11-11 bear creek music festival, live oak, fl"
jazz,"2010-11-11 bear creek music festival, live oak, fl"
live,"2010-11-11 bear creek music festival, live oak, fl"
soul,"2010-11-11 bear creek music festival, live oak, fl"
2010s,no mercy
atlanta,no mercy
christmas,fuck you if you don&#39;t like christmas
comedy,fuck you if you don&#39;t like christmas
classical,green light district edit mix
violin,green light district edit mix
electronic,dirty girls like dirty beats
childrens,underground playground
rhythm.and.blues,different
soul,different
trip.hop,different
house,dynamite
2010s,se syvenee syksyll&auml;
finnish,se syvenee syksyll&auml;
chill,modal soul classics ii: dedicated to nujabes
downtempo,modal soul classics ii: dedicated to nujabes
instrumental,modal soul classics ii: dedicated to nujabes
japan,modal soul classics ii: dedicated to nujabes
japanese,modal soul classics ii: dedicated to nujabes
jazz,modal soul classics ii: dedicated to nujabes
jazz.hip.hop,modal soul classics ii: dedicated to nujabes
chill,the last boy scout
jazz,the last boy scout
chillout,charlie parker beat tape
instrumental,charlie parker beat tape
jazz,charlie parker beat tape
lounge,charlie parker beat tape
remix,charlie parker beat tape
new.orleans,hollyhood
uptown,hollyhood
rhythm.and.blues,the one
soul,the one
electronic,sinister ministers
experimental,sinister ministers
house,sinister ministers
instrumental,jazz meditation
jazz,jazz meditation
jazz,dj grazzoppa&#39;s dj bigband + aka moon
soul,dj grazzoppa&#39;s dj bigband + aka moon
turntablism,dj grazzoppa&#39;s dj bigband + aka moon
alternative,now: the hits of spring 2010
australia,now: the hits of spring 2010
dance,now: the hits of spring 2010
pop,now: the hits of spring 2010
2010s,reggie
soul,the natives are restless
tribal,the natives are restless
seattle,the youth die young
folk,lose control
funk,lose control
reggae,lose control
reggae.rock,lose control
soul,lose control
world.music,lose control
breaks,dyno jamz
jazz,dyno jamz
electronic,full nelson ep
glitch,full nelson ep
wonky,full nelson ep
electronic,evigila
german,evigila
alternative,grappapproved sampler no. 1
electronic,grappapproved sampler no. 1
house,grappapproved sampler no. 1
alternative,digi shredder
experimental,digi shredder
house,digi shredder
christian,city lights
german,spoken view rundschau
big.dada,trumpalump
chiptune,trumpalump
downtempo,trumpalump
grime,trumpalump
house,trumpalump
minimal.electronic,trumpalump
experimental,post no dreams
folk,post no dreams
lo.fi,post no dreams
spoken.word,post no dreams
parody,tha formula ep
underground,tha formula ep
instrumental,the sessions
soul,the sessions
indie,foster
modern.cabaret,attention
pop,attention
vocal.jazz,attention
underground,family reunion
electronic,feel the times
funk,feel the times
jazz,feel the times
motown,feel the times
pop,feel the times
retro.new.orleans,feel the times
soul,feel the times
electronic,quizknows mixtape
jazz,quizknows mixtape
mashup,quizknows mixtape
new.orleans,quizknows mixtape
popfunk,quizknows mixtape
chillout,astral body
downtempo,astral body
electronic,astral body
instrumental,astral body
jazz,astral body
piano,astral body
jazz,to hanes mall
soul,to hanes mall
chill,miss unique robinson
chicago,remnants of a broken heart
chill,daily apartment
funk,daily apartment
jazz,daily apartment
korean,daily apartment
soul,daily apartment
underground,daily apartment
australia,day into night
breaks,day into night
christmas,holiday heat
juggalo,holiday heat
ballad,michael
disco,michael
electronic,michael
pop,michael
rhythm.and.blues,michael
synth.pop,michael
rhythm.and.blues,love letter
soul,love letter
dance,basic instinct
pop,basic instinct
rhythm.and.blues,basic instinct
rhythm.and.blues,to become a resilient garden
electronic,the big bang
house,the big bang
pop,the big bang
indie,kraftwerk
dr.quandary,algorhythms 
experimental,algorhythms 
psychedelic,algorhythms 
thirtyseven,algorhythms 
mixtape,no genre
christian,reach
spiritual.rap,reach
experimental,northern star
underground,northern star
rhythm.and.blues,promo only: urban radio december 2010
acoustic,mercedes-benz mixed tape 36
alternative,mercedes-benz mixed tape 36
electronic,mercedes-benz mixed tape 36
folk,mercedes-benz mixed tape 36
jazz,mercedes-benz mixed tape 36
pop,mercedes-benz mixed tape 36
soul,mercedes-benz mixed tape 36
electronic,"find out what happens when people stop being polite, and start gettin&#39; reel"
experimental,"find out what happens when people stop being polite, and start gettin&#39; reel"
hypnagogic.pop,"find out what happens when people stop being polite, and start gettin&#39; reel"
leftfield,"find out what happens when people stop being polite, and start gettin&#39; reel"
psychedelic,"find out what happens when people stop being polite, and start gettin&#39; reel"
bay.area,close to cash pt. 1
west.coast,close to cash pt. 1
2010s,monelt ne tulee ii
finnish,monelt ne tulee ii
psychedelic,scenes from a movie
witch.house,scenes from a movie
2010s,last train to paris
electronic,last train to paris
pop,last train to paris
rhythm.and.blues,last train to paris
electronic,hidden remixes
indie,hidden remixes
underground,timeless
jazz,live &amp; uncut
soul,live &amp; uncut
turntablism,live &amp; uncut
underground,live &amp; uncut
abstract,sensational meets koyxen
electronic,sensational meets koyxen
experimental,sensational meets koyxen
russian,3
indie,wonderful high
instrumental,wonderful high
soul,wonderful high
juggalo,psychopathic murder mix volume 2
experimental,record theatre
instrumental,record theatre
jazz,record theatre
alternative,travelling man
pop,travelling man
seattle,cupatea
united.states,home:word
alternative,til the clouds run dry
electronic,"dj shadow live in buenos aires, argentina, 2006"
hungarian,arany
hungary,arany
parody,arany
pop,arany
downtempo,mr. many enemies
electronic,mr. many enemies
trip.hop,mr. many enemies
japan,victim of the sounds
croatia,perpetuum fritule
croatian,perpetuum fritule
jazz,float on
rhythm.and.blues,float on
soul,float on
experimental,root is the new leaf
japanese,root is the new leaf
rhythm.and.blues,if i were president: my haitian experience
electronic,bass down low
pop,bass down low
bakersfield,thin line
california,thin line
electronic,asheville beat tape vol. 1
house,asheville beat tape vol. 1
trip.hop,asheville beat tape vol. 1
ambient,jstchlln
dubstep,jstchlln
electronic,jstchlln
glitch,jstchlln
rhythm.and.blues,"promo only: urban club, december 2010"
electronic,prefuse 73&#8203;/&#8203;jaytram&#8203;/&#8203;epstein
idm,prefuse 73&#8203;/&#8203;jaytram&#8203;/&#8203;epstein
broka,broka billy
deep.house,broka billy
deepkho,broka billy
french,broka billy
comedy,i&#39;ve a horse outside
irish,i&#39;ve a horse outside
2010s,oil money
dance,global dance hits vol. 20
electronic,global dance hits vol. 20
house,global dance hits vol. 20
trance,global dance hits vol. 20
downtempo,friends of friends music: pop massacre
electronic,friends of friends music: pop massacre
experimental,friends of friends music: pop massacre
wonky,friends of friends music: pop massacre
mashup,the hood internet vs metric
mix.tape,the hood internet vs metric
mashup,abx - just wanna dance yrself clean (jay-z vs lcd soundsystem)
mix.tape,abx - just wanna dance yrself clean (jay-z vs lcd soundsystem)
mashup,abx - real you (lil b vs gold panda)
mix.tape,abx - real you (lil b vs gold panda)
mashup,virginia is for cameras (clipse vs. matt and kim)
mix.tape,virginia is for cameras (clipse vs. matt and kim)
mashup,dr. crush (r.e.m. vs holy fuck)
mix.tape,dr. crush (r.e.m. vs holy fuck)
acid,her tears taste like pears
beats,her tears taste like pears
downtempo,her tears taste like pears
electronic,her tears taste like pears
experimental,her tears taste like pears
idm,her tears taste like pears
wonky,her tears taste like pears
electronic,turn around (5 4 3 2 1)
house,turn around (5 4 3 2 1)
jazz,love supersedes
electronica,standard translation
instrumental,standard translation
jazz,standard translation
lounge,standard translation
horrorcore,hells pit ep
underground,hells pit ep
bay.area,revenue retrievin&#39; day shift
pittsburgh,the chronic
ambient,outside
electronic,outside
folk,outside
witch.house,outside
electronic,667 : the guild we hold close
experimental,667 : the guild we hold close
united.states,a world with no skies
electronic,illegal summer &#39;stache
